Tanggal,Kode Saham,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi
2015-01-20,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-21,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-21,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-21,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-21,ABDA,0,0,3.800,= 0,0,0,0
2015-01-21,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-21,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-21,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-21,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-21,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-21,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-22,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-22,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-22,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-22,ABDA,0,0,3.800,= 0,0,0,0
2015-01-22,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-22,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-22,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-22,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-22,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-22,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-23,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-23,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-23,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-23,ABDA,0,0,3.800,= 0,0,0,0
2015-01-23,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-23,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-23,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-23,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-23,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-23,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-24,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-24,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-24,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-24,ABDA,0,0,3.800,= 0,0,0,0
2015-01-24,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-24,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-24,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-24,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-24,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-24,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-25,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-25,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-25,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-25,ABDA,0,0,3.800,= 0,0,0,0
2015-01-25,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-25,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-25,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-25,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-25,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-25,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-26,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-26,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-26,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-26,ABDA,0,0,3.800,= 0,0,0,0
2015-01-26,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-26,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-26,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-26,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-26,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-26,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-27,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-27,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-27,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-27,ABDA,0,0,3.800,= 0,0,0,0
2015-01-27,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-27,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-27,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-27,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-27,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-27,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-28,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-28,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-28,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-28,ABDA,0,0,3.800,= 0,0,0,0
2015-01-28,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-28,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-28,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-28,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-28,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-28,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-29,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-29,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-29,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-29,ABDA,0,0,3.800,= 0,0,0,0
2015-01-29,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-29,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-29,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-29,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-29,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-29,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-30,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-30,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-30,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-30,ABDA,0,0,3.800,= 0,0,0,0
2015-01-30,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-30,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-30,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-30,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-30,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-30,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-01-31,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-01-31,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-01-31,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-01-31,ABDA,0,0,3.800,= 0,0,0,0
2015-01-31,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-01-31,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-01-31,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-01-31,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-01-31,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-01-31,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-01,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-01,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-01,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-01,ABDA,0,0,3.800,= 0,0,0,0
2015-02-01,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-01,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-01,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-01,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-01,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-01,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-02,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-02,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-02,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-02,ABDA,0,0,3.800,= 0,0,0,0
2015-02-02,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-02,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-02,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-02,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-02,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-02,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-03,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-03,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-03,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-03,ABDA,0,0,3.800,= 0,0,0,0
2015-02-03,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-03,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-03,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-03,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-03,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-03,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-04,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-04,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-04,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-04,ABDA,0,0,3.800,= 0,0,0,0
2015-02-04,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-04,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-04,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-04,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-04,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-04,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-05,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-05,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-05,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-05,ABDA,0,0,3.800,= 0,0,0,0
2015-02-05,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-05,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-05,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-05,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-05,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-05,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-06,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-06,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-06,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-06,ABDA,0,0,3.800,= 0,0,0,0
2015-02-06,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-06,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-06,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-06,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-06,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-06,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-07,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-07,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-07,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-07,ABDA,0,0,3.800,= 0,0,0,0
2015-02-07,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-07,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-07,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-07,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-07,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-07,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-08,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-08,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-08,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-08,ABDA,0,0,3.800,= 0,0,0,0
2015-02-08,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-08,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-08,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-08,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-08,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-08,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-09,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-09,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-09,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-09,ABDA,0,0,3.800,= 0,0,0,0
2015-02-09,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-09,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-09,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-09,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-09,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-09,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-10,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-10,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-10,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-10,ABDA,0,0,3.800,= 0,0,0,0
2015-02-10,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-10,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-10,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-10,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-10,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-10,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-11,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-11,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-11,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-11,ABDA,0,0,3.800,= 0,0,0,0
2015-02-11,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-11,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-11,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-11,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-11,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-11,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-12,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-12,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-12,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-12,ABDA,0,0,3.800,= 0,0,0,0
2015-02-12,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-12,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-12,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-12,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-12,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-12,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-13,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-13,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-13,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-13,ABDA,0,0,3.800,= 0,0,0,0
2015-02-13,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-13,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-13,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-13,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-13,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-13,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-14,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-14,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-14,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-14,ABDA,0,0,3.800,= 0,0,0,0
2015-02-14,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-14,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-14,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-14,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-14,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-14,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-15,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-15,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-15,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-15,ABDA,0,0,3.800,= 0,0,0,0
2015-02-15,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-15,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-15,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-15,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-15,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-15,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-16,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-16,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-16,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-16,ABDA,0,0,3.800,= 0,0,0,0
2015-02-16,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-16,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-16,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-16,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-16,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-16,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-17,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-17,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-17,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-17,ABDA,0,0,3.800,= 0,0,0,0
2015-02-17,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-17,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-17,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-17,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-17,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-17,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-18,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-18,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-18,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-18,ABDA,0,0,3.800,= 0,0,0,0
2015-02-18,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-18,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-18,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-18,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-18,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-18,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-19,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-19,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-19,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-19,ABDA,0,0,3.800,= 0,0,0,0
2015-02-19,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-19,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-19,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-19,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-19,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-19,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-20,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-20,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-20,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-20,ABDA,0,0,3.800,= 0,0,0,0
2015-02-20,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-20,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-20,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-20,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-20,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-20,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-21,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-21,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-21,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-21,ABDA,0,0,3.800,= 0,0,0,0
2015-02-21,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-21,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-21,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-21,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-21,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-21,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-22,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-22,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-22,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-22,ABDA,0,0,3.800,= 0,0,0,0
2015-02-22,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-22,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-22,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-22,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-22,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-22,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-23,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-23,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-23,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-23,ABDA,0,0,3.800,= 0,0,0,0
2015-02-23,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-23,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-23,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-23,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-23,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-23,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-24,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-24,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-24,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-24,ABDA,0,0,3.800,= 0,0,0,0
2015-02-24,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-24,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-24,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-24,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-24,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-24,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-25,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-25,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-25,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-25,ABDA,0,0,3.800,= 0,0,0,0
2015-02-25,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-25,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-25,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-25,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-25,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-25,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-26,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-26,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-26,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-26,ABDA,0,0,3.800,= 0,0,0,0
2015-02-26,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-26,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-26,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-26,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-26,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-26,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-27,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-27,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2015-02-27,ABBA,29,29,29,1,1.897.400,55.024.600,32
2015-02-27,ABDA,0,0,3.800,= 0,0,0,0
2015-02-27,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2015-02-27,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2015-02-27,ACRO,77,70,71,1,3.437.100,252.257.100,274
2015-02-27,ACST,95,92,92,3,1.100.500,103.015.300,147
2015-02-27,ADCP,50,50,50,= 0,43.400,2.170.000,25
2015-02-27,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2015-02-28,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2015-02-28,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
